Week_Ending_Date,Race and Ethnicity,Vaccination Coverage Status,Pregnancy Status at Vaccination,Vaccination Coverage Percentage (%),Denominator,Date Order,Race Sort Order,Visual Figure Number,Pregnancy Vaccination Order
10/01/2022,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,70.7,"100,903",,1,1,1
10/08/2022,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,70.8,"101,037",,1,1,1
10/15/2022,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,70.9,"101,436",,1,1,1
10/22/2022,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,71,"101,932",,1,1,1
10/29/2022,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,71,"102,400",,1,1,1
11/05/2022,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,71.1,"102,759",,1,1,1
11/12/2022,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,71.1,"102,937",,1,1,1
11/19/2022,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,71.1,"103,142",,1,1,1
11/26/2022,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,71.1,"102,794",,1,1,1
12/03/2022,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,71.1,"102,932",,1,1,1
12/10/2022,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,71.2,"102,461",,1,1,1
12/17/2022,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,71.1,"102,445",,1,1,1
12/24/2022,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,71.1,"102,294",,1,1,1
12/31/2022,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,71.1,"102,051",,1,1,1
01/07/2023,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,71.1,"102,268",,1,1,1
01/14/2023,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,71.1,"102,234",,1,1,1
01/21/2023,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,71.1,"102,047",,1,1,1
01/28/2023,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,71.1,"101,871",,1,1,1
02/04/2023,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,71.2,"101,644",,1,1,1
02/11/2023,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,71.2,"101,282",,1,1,1
02/18/2023,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,71.2,"100,858",,1,1,1
02/25/2023,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,71.2,"100,257",,1,1,1
03/04/2023,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,71.3,"99,665",,1,1,1
03/11/2023,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,71.3,"98,855",,1,1,1
03/18/2023,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,71.3,"97,960",,1,1,1
03/25/2023,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,71.4,"96,831",,1,1,1
04/01/2023,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,71.4,"95,338",,1,1,1
04/08/2023,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,71.4,"93,718",,1,1,1
04/15/2023,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,71.4,"91,606",,1,1,1
04/22/2023,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,71.5,"89,003",,1,1,1
04/29/2023,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,71.5,"86,174",,1,1,1
05/06/2023,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,71.5,"83,188",,1,1,1
05/13/2023,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,71.5,"79,925",,1,1,1
05/20/2023,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,71.4,"76,756",,1,1,1
05/27/2023,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,71.5,"73,590",,1,1,1
06/03/2023,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,71.4,"70,671",,1,1,1
12/19/2020,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,0,"102,081",,1,1,3
12/26/2020,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,0,"102,733",,1,1,3
01/02/2021,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,0,"103,439",,1,1,3
01/09/2021,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,0.2,"103,890",,1,1,3
01/16/2021,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,0.6,"104,250",,1,1,3
01/23/2021,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,0.9,"104,326",,1,1,3
01/30/2021,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,1.4,"104,623",,1,1,3
02/06/2021,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,2,"104,946",,1,1,3
02/13/2021,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,2.6,"104,927",,1,1,3
02/20/2021,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,3.2,"105,005",,1,1,3
02/27/2021,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,3.6,"105,186",,1,1,3
03/06/2021,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,4,"105,374",,1,1,3
03/13/2021,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,4.7,"105,426",,1,1,3
03/20/2021,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,5.6,"105,416",,1,1,3
03/27/2021,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,6.9,"105,411",,1,1,3
04/03/2021,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,8.1,"105,268",,1,1,3
04/10/2021,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,10,"105,282",,1,1,3
04/17/2021,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,12.1,"105,334",,1,1,3
04/24/2021,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,14.3,"105,124",,1,1,3
05/01/2021,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,16.1,"105,018",,1,1,3
05/08/2021,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,17.7,"104,992",,1,1,3
05/15/2021,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,18.7,"104,992",,1,1,3
05/22/2021,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,19.6,"105,044",,1,1,3
05/29/2021,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,20.1,"104,914",,1,1,3
06/05/2021,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,20.2,"104,718",,1,1,3
06/12/2021,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,20.4,"104,721",,1,1,3
06/19/2021,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,20.4,"104,629",,1,1,3
06/26/2021,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,20.1,"104,633",,1,1,3
07/03/2021,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,19.9,"104,400",,1,1,3
07/10/2021,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,19.6,"104,178",,1,1,3
07/17/2021,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,19.2,"104,033",,1,1,3
07/24/2021,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,18.8,"103,905",,1,1,3
07/31/2021,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,18.4,"103,746",,1,1,3
08/07/2021,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,17.9,"103,612",,1,1,3
08/14/2021,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,17.6,"103,349",,1,1,3
08/21/2021,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,17.4,"103,173",,1,1,3
08/28/2021,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,17.2,"102,762",,1,1,3
09/04/2021,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,17,"102,509",,1,1,3
09/11/2021,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,17.1,"102,196",,1,1,3
09/18/2021,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,17.3,"102,038",,1,1,3
09/25/2021,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,17.3,"101,757",,1,1,3
10/02/2021,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,17,"101,559",,1,1,3
10/09/2021,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,16.5,"101,430",,1,1,3
10/16/2021,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,15.8,"101,314",,1,1,3
10/23/2021,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,15.2,"101,246",,1,1,3
10/30/2021,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,14.4,"101,207",,1,1,3
11/06/2021,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,13.7,"101,361",,1,1,3
11/13/2021,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,12.8,"101,487",,1,1,3
11/20/2021,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,11.9,"101,537",,1,1,3
11/27/2021,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,11.1,"101,778",,1,1,3
12/04/2021,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,10.3,"102,108",,1,1,3
12/11/2021,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,9.4,"101,925",,1,1,3
12/18/2021,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,8.6,"102,046",,1,1,3
12/25/2021,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,7.9,"101,941",,1,1,3
01/01/2022,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,7.3,"102,144",,1,1,3
01/08/2022,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,6.7,"102,176",,1,1,3
01/15/2022,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,6.2,"102,140",,1,1,3
01/22/2022,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,5.8,"102,076",,1,1,3
01/29/2022,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,5.4,"102,185",,1,1,3
02/05/2022,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,5.1,"102,404",,1,1,3
02/12/2022,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,4.8,"102,318",,1,1,3
02/19/2022,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,4.6,"102,158",,1,1,3
02/26/2022,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,4.4,"102,250",,1,1,3
03/05/2022,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,4.1,"102,305",,1,1,3
03/12/2022,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,3.9,"102,234",,1,1,3
03/19/2022,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,3.7,"102,132",,1,1,3
03/26/2022,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,3.4,"102,044",,1,1,3
04/02/2022,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,3.2,"101,916",,1,1,3
04/09/2022,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,3,"101,836",,1,1,3
04/16/2022,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,2.8,"101,844",,1,1,3
04/23/2022,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,2.6,"101,838",,1,1,3
04/30/2022,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,2.4,"101,818",,1,1,3
05/07/2022,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,2.2,"101,806",,1,1,3
05/14/2022,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,2,"101,657",,1,1,3
05/21/2022,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,1.8,"101,596",,1,1,3
05/28/2022,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,1.6,"101,453",,1,1,3
06/04/2022,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,1.4,"101,248",,1,1,3
06/11/2022,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,1.3,"101,227",,1,1,3
06/18/2022,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,1.2,"101,178",,1,1,3
06/25/2022,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,1.1,"101,270",,1,1,3
07/02/2022,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,1,"101,364",,1,1,3
07/09/2022,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,0.9,"101,381",,1,1,3
07/16/2022,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,0.9,"101,607",,1,1,3
07/23/2022,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,0.8,"101,548",,1,1,3
07/30/2022,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,0.8,"101,475",,1,1,3
08/06/2022,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,0.7,"101,515",,1,1,3
08/13/2022,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,0.6,"101,408",,1,1,3
08/20/2022,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,0.6,"101,419",,1,1,3
08/27/2022,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,0.5,"101,347",,1,1,3
09/03/2022,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,0.5,"101,149",,1,1,3
09/10/2022,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,0.5,"100,842",,1,1,3
09/17/2022,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,0.4,"100,832",,1,1,3
09/24/2022,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,0.4,"100,885",,1,1,3
10/01/2022,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,0.4,"100,903",,1,1,3
10/08/2022,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,0.3,"101,037",,1,1,3
12/24/2022,"Asian, NH",Fully Vaccinated,Any,89.1,"15,051",,2,2,NULL
12/31/2022,"Asian, NH",Fully Vaccinated,Any,89.1,"14,984",,2,2,NULL
01/07/2023,"Asian, NH",Fully Vaccinated,Any,89.1,"14,983",,2,2,NULL
01/14/2023,"Asian, NH",Fully Vaccinated,Any,89.1,"14,944",,2,2,NULL
01/21/2023,"Asian, NH",Fully Vaccinated,Any,89,"14,914",,2,2,NULL
01/28/2023,"Asian, NH",Fully Vaccinated,Any,89.1,"14,826",,2,2,NULL
02/04/2023,"Asian, NH",Fully Vaccinated,Any,89.1,"14,829",,2,2,NULL
02/11/2023,"Asian, NH",Fully Vaccinated,Any,88.9,"14,768",,2,2,NULL
02/18/2023,"Asian, NH",Fully Vaccinated,Any,89,"14,680",,2,2,NULL
02/25/2023,"Asian, NH",Fully Vaccinated,Any,89.1,"14,581",,2,2,NULL
03/04/2023,"Asian, NH",Fully Vaccinated,Any,89,"14,542",,2,2,NULL
03/11/2023,"Asian, NH",Fully Vaccinated,Any,89,"14,459",,2,2,NULL
03/18/2023,"Asian, NH",Fully Vaccinated,Any,88.9,"14,381",,2,2,NULL
03/25/2023,"Asian, NH",Fully Vaccinated,Any,88.9,"14,242",,2,2,NULL
04/01/2023,"Asian, NH",Fully Vaccinated,Any,89,"14,009",,2,2,NULL
04/08/2023,"Asian, NH",Fully Vaccinated,Any,88.9,"13,734",,2,2,NULL
04/15/2023,"Asian, NH",Fully Vaccinated,Any,88.9,"13,427",,2,2,NULL
04/22/2023,"Asian, NH",Fully Vaccinated,Any,88.9,"13,051",,2,2,NULL
04/29/2023,"Asian, NH",Fully Vaccinated,Any,89,"12,645",,2,2,NULL
05/06/2023,"Asian, NH",Fully Vaccinated,Any,88.9,"12,191",,2,2,NULL
10/15/2022,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,0.3,"101,436",,1,1,3
10/22/2022,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,0.3,"101,932",,1,1,3
10/29/2022,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,0.2,"102,400",,1,1,3
11/05/2022,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,0.2,"102,759",,1,1,3
11/12/2022,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,0.2,"102,937",,1,1,3
11/19/2022,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,0.2,"103,142",,1,1,3
11/26/2022,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,0.2,"102,794",,1,1,3
12/03/2022,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,0.2,"102,932",,1,1,3
12/10/2022,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,0.2,"102,461",,1,1,3
12/17/2022,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,0.2,"102,445",,1,1,3
12/24/2022,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,0.2,"102,294",,1,1,3
12/31/2022,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,0.1,"102,051",,1,1,3
01/07/2023,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,0.1,"102,268",,1,1,3
01/14/2023,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,0.1,"102,234",,1,1,3
01/21/2023,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,0.1,"102,047",,1,1,3
01/28/2023,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,0.1,"101,871",,1,1,3
02/04/2023,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,0.1,"101,644",,1,1,3
02/11/2023,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,0.1,"101,282",,1,1,3
02/18/2023,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,0.1,"100,858",,1,1,3
02/25/2023,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,0.1,"100,257",,1,1,3
03/04/2023,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,0.1,"99,665",,1,1,3
03/11/2023,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,0.1,"98,855",,1,1,3
03/18/2023,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,0.1,"97,960",,1,1,3
03/25/2023,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,0.1,"96,831",,1,1,3
04/01/2023,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,0.1,"95,338",,1,1,3
04/08/2023,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,0.1,"93,718",,1,1,3
04/15/2023,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,0.1,"91,606",,1,1,3
04/22/2023,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,0.1,"89,003",,1,1,3
04/29/2023,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,0.1,"86,174",,1,1,3
05/06/2023,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,0.1,"83,188",,1,1,3
05/13/2023,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,0.1,"79,925",,1,1,3
05/20/2023,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,0.1,"76,756",,1,1,3
05/27/2023,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,0.1,"73,590",,1,1,3
06/03/2023,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,0.1,"70,671",,1,1,3
12/19/2020,All Races/Ethnicity,Fully Vaccinated,Any,0,"102,081",,1,2,NULL
12/26/2020,All Races/Ethnicity,Fully Vaccinated,Any,0,"102,733",,1,2,NULL
01/02/2021,All Races/Ethnicity,Fully Vaccinated,Any,0,"103,439",,1,2,NULL
01/09/2021,All Races/Ethnicity,Fully Vaccinated,Any,0.2,"103,890",,1,2,NULL
01/16/2021,All Races/Ethnicity,Fully Vaccinated,Any,0.7,"104,250",,1,2,NULL
01/23/2021,All Races/Ethnicity,Fully Vaccinated,Any,1.2,"104,326",,1,2,NULL
01/30/2021,All Races/Ethnicity,Fully Vaccinated,Any,2,"104,623",,1,2,NULL
02/06/2021,All Races/Ethnicity,Fully Vaccinated,Any,2.9,"104,946",,1,2,NULL
02/13/2021,All Races/Ethnicity,Fully Vaccinated,Any,4,"104,927",,1,2,NULL
02/20/2021,All Races/Ethnicity,Fully Vaccinated,Any,5,"105,005",,1,2,NULL
02/27/2021,All Races/Ethnicity,Fully Vaccinated,Any,5.8,"105,186",,1,2,NULL
03/06/2021,All Races/Ethnicity,Fully Vaccinated,Any,6.7,"105,374",,1,2,NULL
03/13/2021,All Races/Ethnicity,Fully Vaccinated,Any,7.9,"105,426",,1,2,NULL
03/20/2021,All Races/Ethnicity,Fully Vaccinated,Any,9.4,"105,416",,1,2,NULL
03/27/2021,All Races/Ethnicity,Fully Vaccinated,Any,11.5,"105,411",,1,2,NULL
04/03/2021,All Races/Ethnicity,Fully Vaccinated,Any,13.6,"105,268",,1,2,NULL
04/10/2021,All Races/Ethnicity,Fully Vaccinated,Any,16.4,"105,282",,1,2,NULL
04/17/2021,All Races/Ethnicity,Fully Vaccinated,Any,19.5,"105,334",,1,2,NULL
04/24/2021,All Races/Ethnicity,Fully Vaccinated,Any,22.9,"105,124",,1,2,NULL
05/01/2021,All Races/Ethnicity,Fully Vaccinated,Any,25.9,"105,018",,1,2,NULL
05/08/2021,All Races/Ethnicity,Fully Vaccinated,Any,28.9,"104,992",,1,2,NULL
05/15/2021,All Races/Ethnicity,Fully Vaccinated,Any,31.4,"104,992",,1,2,NULL
05/22/2021,All Races/Ethnicity,Fully Vaccinated,Any,33.8,"105,044",,1,2,NULL
05/29/2021,All Races/Ethnicity,Fully Vaccinated,Any,35.8,"104,914",,1,2,NULL
06/05/2021,All Races/Ethnicity,Fully Vaccinated,Any,37.5,"104,718",,1,2,NULL
06/12/2021,All Races/Ethnicity,Fully Vaccinated,Any,39.1,"104,721",,1,2,NULL
06/19/2021,All Races/Ethnicity,Fully Vaccinated,Any,40.6,"104,629",,1,2,NULL
06/26/2021,All Races/Ethnicity,Fully Vaccinated,Any,41.9,"104,633",,1,2,NULL
07/03/2021,All Races/Ethnicity,Fully Vaccinated,Any,43,"104,400",,1,2,NULL
07/10/2021,All Races/Ethnicity,Fully Vaccinated,Any,44.2,"104,178",,1,2,NULL
05/13/2023,"Asian, NH",Fully Vaccinated,Any,88.9,"11,745",,2,2,NULL
05/20/2023,"Asian, NH",Fully Vaccinated,Any,89,"11,252",,2,2,NULL
05/27/2023,"Asian, NH",Fully Vaccinated,Any,89,"10,768",,2,2,NULL
06/03/2023,"Asian, NH",Fully Vaccinated,Any,89,"10,304",,2,2,NULL
01/09/2021,"Black, NH",Fully Vaccinated,Any,0.1,"7,770",,3,2,NULL
01/16/2021,"Black, NH",Fully Vaccinated,Any,0.1,"7,786",,3,2,NULL
01/23/2021,"Black, NH",Fully Vaccinated,Any,0.3,"7,795",,3,2,NULL
01/30/2021,"Black, NH",Fully Vaccinated,Any,0.6,"7,820",,3,2,NULL
02/06/2021,"Black, NH",Fully Vaccinated,Any,1.1,"7,831",,3,2,NULL
02/13/2021,"Black, NH",Fully Vaccinated,Any,1.5,"7,848",,3,2,NULL
02/20/2021,"Black, NH",Fully Vaccinated,Any,1.9,"7,841",,3,2,NULL
02/27/2021,"Black, NH",Fully Vaccinated,Any,2.3,"7,862",,3,2,NULL
03/06/2021,"Black, NH",Fully Vaccinated,Any,2.8,"7,898",,3,2,NULL
03/13/2021,"Black, NH",Fully Vaccinated,Any,3.4,"7,895",,3,2,NULL
03/20/2021,"Black, NH",Fully Vaccinated,Any,4,"7,868",,3,2,NULL
03/27/2021,"Black, NH",Fully Vaccinated,Any,4.7,"7,885",,3,2,NULL
04/03/2021,"Black, NH",Fully Vaccinated,Any,5.5,"7,862",,3,2,NULL
04/10/2021,"Black, NH",Fully Vaccinated,Any,6.7,"7,842",,3,2,NULL
04/17/2021,"Black, NH",Fully Vaccinated,Any,7.7,"7,848",,3,2,NULL
04/24/2021,"Black, NH",Fully Vaccinated,Any,9,"7,816",,3,2,NULL
05/01/2021,"Black, NH",Fully Vaccinated,Any,10.4,"7,844",,3,2,NULL
05/08/2021,"Black, NH",Fully Vaccinated,Any,11.8,"7,891",,3,2,NULL
05/15/2021,"Black, NH",Fully Vaccinated,Any,12.9,"7,900",,3,2,NULL
05/22/2021,"Black, NH",Fully Vaccinated,Any,14.4,"7,925",,3,2,NULL
05/29/2021,"Black, NH",Fully Vaccinated,Any,15.6,"7,887",,3,2,NULL
06/05/2021,"Black, NH",Fully Vaccinated,Any,16.8,"7,892",,3,2,NULL
06/12/2021,"Black, NH",Fully Vaccinated,Any,17.8,"7,904",,3,2,NULL
06/19/2021,"Black, NH",Fully Vaccinated,Any,18.9,"7,892",,3,2,NULL
06/26/2021,"Black, NH",Fully Vaccinated,Any,20,"7,907",,3,2,NULL
07/03/2021,"Black, NH",Fully Vaccinated,Any,21,"7,887",,3,2,NULL
07/10/2021,"Black, NH",Fully Vaccinated,Any,22.1,"7,805",,3,2,NULL
07/17/2021,"Black, NH",Fully Vaccinated,Any,23.2,"7,769",,3,2,NULL
07/24/2021,"Black, NH",Fully Vaccinated,Any,24,"7,742",,3,2,NULL
07/31/2021,"Black, NH",Fully Vaccinated,Any,25,"7,683",,3,2,NULL
08/07/2021,"Black, NH",Fully Vaccinated,Any,25.8,"7,653",,3,2,NULL
08/14/2021,"Black, NH",Fully Vaccinated,Any,26.8,"7,621",,3,2,NULL
08/21/2021,"Black, NH",Fully Vaccinated,Any,27.9,"7,582",,3,2,NULL
08/28/2021,"Black, NH",Fully Vaccinated,Any,29.2,"7,540",,3,2,NULL
07/17/2021,All Races/Ethnicity,Fully Vaccinated,Any,45.3,"104,033",,1,2,NULL
07/24/2021,All Races/Ethnicity,Fully Vaccinated,Any,46.3,"103,905",,1,2,NULL
07/31/2021,All Races/Ethnicity,Fully Vaccinated,Any,47.3,"103,746",,1,2,NULL
08/07/2021,All Races/Ethnicity,Fully Vaccinated,Any,48.4,"103,612",,1,2,NULL
08/14/2021,All Races/Ethnicity,Fully Vaccinated,Any,49.5,"103,349",,1,2,NULL
08/21/2021,All Races/Ethnicity,Fully Vaccinated,Any,50.8,"103,173",,1,2,NULL
08/28/2021,All Races/Ethnicity,Fully Vaccinated,Any,52.2,"102,762",,1,2,NULL
09/04/2021,All Races/Ethnicity,Fully Vaccinated,Any,53.7,"102,509",,1,2,NULL
09/11/2021,All Races/Ethnicity,Fully Vaccinated,Any,55.4,"102,196",,1,2,NULL
09/18/2021,All Races/Ethnicity,Fully Vaccinated,Any,57.2,"102,038",,1,2,NULL
09/25/2021,All Races/Ethnicity,Fully Vaccinated,Any,59,"101,757",,1,2,NULL
10/02/2021,All Races/Ethnicity,Fully Vaccinated,Any,60.3,"101,559",,1,2,NULL
10/09/2021,All Races/Ethnicity,Fully Vaccinated,Any,61.5,"101,430",,1,2,NULL
10/16/2021,All Races/Ethnicity,Fully Vaccinated,Any,62.5,"101,314",,1,2,NULL
10/23/2021,All Races/Ethnicity,Fully Vaccinated,Any,63.5,"101,246",,1,2,NULL
10/30/2021,All Races/Ethnicity,Fully Vaccinated,Any,64.3,"101,207",,1,2,NULL
11/06/2021,All Races/Ethnicity,Fully Vaccinated,Any,65.1,"101,361",,1,2,NULL
11/13/2021,All Races/Ethnicity,Fully Vaccinated,Any,65.7,"101,487",,1,2,NULL
11/20/2021,All Races/Ethnicity,Fully Vaccinated,Any,66.2,"101,537",,1,2,NULL
11/27/2021,All Races/Ethnicity,Fully Vaccinated,Any,66.6,"101,778",,1,2,NULL
12/04/2021,All Races/Ethnicity,Fully Vaccinated,Any,67.2,"102,108",,1,2,NULL
12/11/2021,All Races/Ethnicity,Fully Vaccinated,Any,67.5,"101,925",,1,2,NULL
12/18/2021,All Races/Ethnicity,Fully Vaccinated,Any,68,"102,046",,1,2,NULL
